Commodity,APMC,Year,Month,min_price,max_price,APMC_commodity,fluct_price
tamarind,newasa,2015,May,1300,1300,newasa+tamarind,25
tamarind,pune,2014,September,4115,5000,pune+tamarind,1050
tamarind,pune,2015,September,4371,5100,pune+tamarind,1260
tamarind,pune,2016,May,5750,6513,pune+tamarind,828
tamarind,pune-pimpri,2015,December,4800,5840,pune-pimpri+tamarind,1040
tamarind,pune-pimpri,2016,January,4286,5214,pune-pimpri+tamarind,1000
tamarind,shirur,2015,May,1967,2257,shirur+tamarind,767
tamarind,shirur,2016,May,4700,4700,shirur+tamarind,659
tamarind,shrirampur,2015,May,1500,2055,shrirampur+tamarind,555
tamarind,shrirampur,2016,March,2450,3033,shrirampur+tamarind,722
tamarind,sinner,2015,May,1434,1506,sinner+tamarind,114
tamarind,sinner,2016,May,2475,2908,sinner+tamarind,433
tamarind,tasgaon,2015,May,4784,5629,tasgaon+tamarind,1218
tamarind,tasgaon,2016,May,6995,9152,tasgaon+tamarind,3048
tamarind,udgir,2015,May,4686,7398,udgir+tamarind,3625
tamarind,udgir,2016,May,8343,9814,udgir+tamarind,1471
tamarind,vaijapur,2016,May,2591,2650,vaijapur+tamarind,266
tamarind seed,barshi,2015,May,1755,1787,barshi+tamarind seed,246
tamarind seed,barshi,2016,May,1856,1870,barshi+tamarind seed,16
tamarind seed,kada,2015,May,1666,1679,kada+tamarind seed,111
tamarind seed,kada (ashti),2015,April,1000,1400,kada (ashti)+tamarind seed,400
tamarind seed,kej,2016,March,1748,1783,kej+tamarind seed,81
tamarind seed,latur,2016,March,1791,1827,latur+tamarind seed,60
tamarind seed,udgir,2015,May,1501,1821,udgir+tamarind seed,320
tamarind seed,udgir,2016,February,1700,1750,udgir+tamarind seed,50
tandulja,nashik-devlali,2016,September,414,1004,nashik-devlali+tandulja,641
thymol/lovage,akot,2015,September,9894,11511,akot+thymol/lovage,3025
thymol/lovage,akot,2016,September,14488,17244,akot+thymol/lovage,3412
thymol/lovage,lasur station,2015,May,10918,11246,lasur station+thymol/lovage,500
thymol/lovage,lasur station,2016,March,14150,15150,lasur station+thymol/lovage,1600
thymol/lovage,nandurbar,2015,March,10000,12555,nandurbar+thymol/lovage,3114
thymol/lovage,nandurbar,2016,January,12293,14629,nandurbar+thymol/lovage,3284
thymol/lovage,shegaon,2014,September,7175,7889,shegaon+thymol/lovage,947
thymol/lovage,shegaon,2015,September,10096,14371,shegaon+thymol/lovage,6048
thymol/lovage,shegaon,2016,September,13413,16053,shegaon+thymol/lovage,6013
tomato,ahmednagar,2015,September,1122,3190,ahmednagar+tomato,2290
tomato,ahmednagar,2016,September,521,2693,ahmednagar+tomato,2172
tomato,akluj,2014,September,1364,2157,akluj+tomato,793
tomato,akluj,2015,September,1108,1823,akluj+tomato,715
tomato,akluj,2016,September,1280,2097,akluj+tomato,817
tomato,akole,2014,November,272,867,akole+tomato,595
tomato,akole,2015,September,684,1624,akole+tomato,940
tomato,akole,2016,October,319,563,akole+tomato,244
tomato,amarawati,2014,December,1291,1436,amarawati+tomato,145
tomato,amarawati,2015,September,1537,1726,amarawati+tomato,220
tomato,amarawati,2016,September,1541,1727,amarawati+tomato,245
tomato,amarawati-fruit and vegetables,2016,September,1617,1833,amarawati-fruit and vegetables+tomato,221
tomato,aurangabad,2014,September,1144,1768,aurangabad+tomato,637
tomato,aurangabad,2015,September,1365,2813,aurangabad+tomato,1448
tomato,aurangabad,2016,September,1307,2193,aurangabad+tomato,886
tomato,barshi,2014,September,66,143,barshi+tomato,89
tomato,barshi,2015,September,100,158,barshi+tomato,75
tomato,barshi,2016,September,1467,2445,barshi+tomato,978
tomato,chalisgaon,2015,December,1200,1500,chalisgaon+tomato,300
tomato,chalisgaon,2016,March,1232,2168,chalisgaon+tomato,936
tomato,chandrapur,2015,June,800,1500,chandrapur+tomato,700
tomato,chandrapur,2016,July,1500,2500,chandrapur+tomato,1000
tomato,chandrapur-ganjwad,2014,September,729,1367,chandrapur-ganjwad+tomato,638
tomato,chandrapur-ganjwad,2015,September,1309,2177,chandrapur-ganjwad+tomato,1127
tomato,chandrapur-ganjwad,2016,September,1510,2750,chandrapur-ganjwad+tomato,1240
tomato,chandvad,2015,December,583,1953,chandvad+tomato,1370
tomato,chandvad,2016,September,600,1586,chandvad+tomato,1161
tomato,ghoti,2014,September,1710,3455,ghoti+tomato,1745
tomato,ghoti,2015,January,1526,2210,ghoti+tomato,684
tomato,ghoti,2016,September,1439,2381,ghoti+tomato,942
tomato,islampur,2014,December,100,170,islampur+tomato,70
tomato,islampur,2015,December,60,160,islampur+tomato,100
tomato,islampur,2016,September,113,212,islampur+tomato,100
tomato,jalgaon,2014,September,1694,2531,jalgaon+tomato,837
tomato,jalgaon,2015,September,1300,1889,jalgaon+tomato,744
tomato,jalgaon,2016,September,1127,1848,jalgaon+tomato,735
tomato,junnar (narayangaon),2014,November,1627,2293,junnar (narayangaon)+tomato,666
tomato,junnar (narayangaon),2015,March,1677,2661,junnar (narayangaon)+tomato,984
tomato,junnar (narayangaon),2016,September,393,1140,junnar (narayangaon)+tomato,747
tomato,kalmeshwar,2014,September,2096,2284,kalmeshwar+tomato,203
tomato,kalmeshwar,2015,September,1930,2123,kalmeshwar+tomato,272
tomato,kalmeshwar,2016,September,1545,1831,kalmeshwar+tomato,351
tomato,kalyan,2014,September,2200,2400,kalyan+tomato,200
tomato,kalyan,2015,September,1968,2318,kalyan+tomato,483
tomato,kalyan,2016,September,1465,1835,kalyan+tomato,370
tomato,kamthi,2014,September,1285,2307,kamthi+tomato,1022
tomato,kamthi,2015,September,1460,2452,kamthi+tomato,1233
tomato,kamthi,2016,September,1300,2443,kamthi+tomato,1143
tomato,karad,2014,September,1369,1938,karad+tomato,569
tomato,karad,2015,September,1400,1986,karad+tomato,657
tomato,karad,2016,September,1641,2200,karad+tomato,559
tomato,khed (shel pimpalgaon),2016,January,750,800,khed (shel pimpalgaon)+tomato,50
tomato,khed-chakan,2015,December,1220,1671,khed-chakan+tomato,451
tomato,khed-chakan,2016,September,1440,2151,khed-chakan+tomato,711
tomato,kolhapur,2015,September,764,3237,kolhapur+tomato,2473
tomato,kolhapur,2016,September,748,3262,kolhapur+tomato,2514
tomato,kolhapur-malkapur,2016,September,567,2539,kolhapur-malkapur+tomato,1972
tomato,lasalgaon,2014,September,255,2105,lasalgaon+tomato,1850
tomato,lasalgaon,2016,September,225,1210,lasalgaon+tomato,1028
tomato,manchar,2015,August,200,600,manchar+tomato,400
tomato,manchar,2016,July,300,900,manchar+tomato,600
tomato,mangalwedha,2014,September,328,2200,mangalwedha+tomato,1872
tomato,mangalwedha,2015,September,396,3065,mangalwedha+tomato,2669
tomato,mangalwedha,2016,September,526,3443,mangalwedha+tomato,2917
tomato,manmad,2016,July,238,544,manmad+tomato,306
tomato,mumbai,2014,September,1440,3256,mumbai+tomato,1816
tomato,mumbai,2015,September,1619,2008,mumbai+tomato,493
tomato,mumbai,2016,September,1985,2393,mumbai+tomato,408
tomato,murbad,2014,October,1838,2025,murbad+tomato,187
tomato,murbad,2015,September,2500,2550,murbad+tomato,180
tomato,murbad,2016,September,1800,2400,murbad+tomato,600
tomato,nagpur,2014,September,1640,1900,nagpur+tomato,260
tomato,nagpur,2015,September,1788,2151,nagpur+tomato,421
tomato,nagpur,2016,September,1852,2226,nagpur+tomato,374
tomato,nashik,2014,September,969,2281,nashik+tomato,1312
tomato,nashik,2015,March,1071,2739,nashik+tomato,1835
tomato,nashik,2016,September,1215,2512,nashik+tomato,1297
tomato,navapur,2015,November,1675,2563,navapur+tomato,888
tomato,navapur,2016,September,1425,2550,navapur+tomato,1125
tomato,osmanabad,2014,December,709,2213,osmanabad+tomato,1504
tomato,osmanabad,2015,October,1033,2767,osmanabad+tomato,1734
tomato,osmanabad,2016,March,742,1679,osmanabad+tomato,937
tomato,palus,2015,December,1100,1450,palus+tomato,350
tomato,palus,2016,September,990,1963,palus+tomato,973
tomato,pandharpur,2014,September,446,1861,pandharpur+tomato,1415
tomato,pandharpur,2015,September,461,2505,pandharpur+tomato,2146
tomato,pandharpur,2016,September,409,1655,pandharpur+tomato,1246
tomato,panvel,2014,September,1920,2300,panvel+tomato,380
tomato,panvel,2015,May,2040,2220,panvel+tomato,200
tomato,panvel,2016,March,500,700,panvel+tomato,200
tomato,patan,2014,September,1863,2278,patan+tomato,415
tomato,patan,2015,September,1543,1973,patan+tomato,430
tomato,patan,2016,September,1438,2011,patan+tomato,583
tomato,phaltan,2016,September,625,1148,phaltan+tomato,547
tomato,pimpalgaon basawant,2014,September,982,3563,pimpalgaon basawant+tomato,2581
tomato,pimpalgaon basawant,2015,September,563,3087,pimpalgaon basawant+tomato,2557
tomato,pimpalgaon basawant,2016,September,441,1978,pimpalgaon basawant+tomato,1570
tomato,pune,2014,September,948,2152,pune+tomato,1204
tomato,pune,2015,September,865,2255,pune+tomato,1390
tomato,pune,2016,September,667,1729,pune+tomato,1062
tomato,pune-manjri,2014,September,1316,2258,pune-manjri+tomato,942
tomato,pune-manjri,2015,September,1146,2611,pune-manjri+tomato,1472
tomato,pune-manjri,2016,September,1227,2113,pune-manjri+tomato,886
tomato,pune-moshi,2016,September,1500,2900,pune-moshi+tomato,1400
tomato,pune-pimpri,2014,September,1886,2410,pune-pimpri+tomato,524
tomato,pune-pimpri,2015,September,7892,2290,pune-pimpri+tomato,778
tomato,pune-pimpri,2016,September,1547,2079,pune-pimpri+tomato,532
tomato,rahata,2014,September,1138,1923,rahata+tomato,792
tomato,rahata,2015,September,1170,2400,rahata+tomato,1320
tomato,rahata,2016,September,1073,3223,rahata+tomato,2150
tomato,rahuri,2015,November,342,2500,rahuri+tomato,2200
tomato,rahuri,2016,September,467,2667,rahuri+tomato,2200
tomato,rahuri-songaon,2016,May,1425,2850,rahuri-songaon+tomato,1425
tomato,ramtek,2015,September,1729,2081,ramtek+tomato,352
tomato,ramtek,2016,September,1126,1517,ramtek+tomato,391
tomato,ratanagari,2014,September,1280,2473,ratanagari+tomato,1193
tomato,ratanagari,2015,September,1435,2770,ratanagari+tomato,1335
tomato,ratanagari,2016,September,1230,2105,ratanagari+tomato,875
tomato,sangamner,2014,October,1591,2836,sangamner+tomato,1245
tomato,sangamner,2015,September,1325,2070,sangamner+tomato,1290
tomato,sangamner,2016,September,805,2095,sangamner+tomato,1437
tomato,satara,2014,September,1211,1896,satara+tomato,685
tomato,satara,2015,September,1296,2081,satara+tomato,785
tomato,satara,2016,September,1714,2536,satara+tomato,822
tomato,shrirampur,2014,September,1929,2690,shrirampur+tomato,761
tomato,shrirampur,2015,September,1733,2600,shrirampur+tomato,867
tomato,shrirampur,2016,September,1674,2370,shrirampur+tomato,763
tomato,solapur,2014,September,232,1812,solapur+tomato,1580
tomato,solapur,2015,September,442,3316,solapur+tomato,2874
tomato,solapur,2016,September,812,4462,solapur+tomato,3650
tomato,vadgaon peth,2014,September,746,1643,vadgaon peth+tomato,1100
tomato,vadgaon peth,2015,September,955,1927,vadgaon peth+tomato,972
tomato,vadgaon peth,2016,September,1096,2356,vadgaon peth+tomato,1260
tomato,vai,2014,September,2090,2590,vai+tomato,500
tomato,vai,2015,September,1504,1871,vai+tomato,367
tomato,vai,2016,September,1542,1892,vai+tomato,396
tomato,vasai,2014,September,1600,2600,vasai+tomato,1325
tomato,vasai,2015,September,1053,2162,vasai+tomato,1128
tomato,vasai,2016,May,1013,2036,vasai+tomato,1023
tomato,vita,2014,September,1000,1200,vita+tomato,200
tomato,vita,2016,September,415,733,vita+tomato,318
turmeric,akhadabalapur,2014,September,5000,5300,akhadabalapur+turmeric,300
turmeric,akhadabalapur,2015,September,7000,7500,akhadabalapur+turmeric,900
turmeric,akhadabalapur,2016,May,9167,10667,akhadabalapur+turmeric,1500
turmeric,barshi,2014,September,4449,5867,barshi+turmeric,1418
turmeric,barshi,2015,September,7806,9926,barshi+turmeric,2525
turmeric,barshi,2016,September,7700,8693,barshi+turmeric,1690
turmeric,basmat,2014,September,5577,7328,basmat+turmeric,1751
turmeric,basmat,2015,September,8179,9600,basmat+turmeric,1838
turmeric,basmat,2016,September,9349,10537,basmat+turmeric,1711
turmeric,basmat (kurunda),2016,October,7603,9200,basmat (kurunda)+turmeric,1600
turmeric,bhokar,2014,September,5465,5565,bhokar+turmeric,920
turmeric,bhokar,2015,September,9029,9029,bhokar+turmeric,1232
turmeric,bhokar,2016,September,8682,8682,bhokar+turmeric,1102
turmeric,dharmabad,2016,May,7200,8500,dharmabad+turmeric,1300
turmeric,hingoli,2014,September,5570,6530,hingoli+turmeric,971
turmeric,hingoli,2015,September,7710,8798,hingoli+turmeric,1556
turmeric,hingoli,2016,September,8698,9474,hingoli+turmeric,904
turmeric,hingoli-kanegaon naka,2016,October,7067,8100,hingoli-kanegaon naka+turmeric,1075
turmeric,jawala-bajar,2015,June,7000,8033,jawala-bajar+turmeric,1133
turmeric,jawala-bajar,2016,September,8400,8633,jawala-bajar+turmeric,460
turmeric,jintur,2014,September,4501,5632,jintur+turmeric,1632
turmeric,jintur,2015,September,9000,9301,jintur+turmeric,2059
turmeric,jintur,2016,September,8102,8572,jintur+turmeric,1684
turmeric,koregaon,2015,January,6000,6500,koregaon+turmeric,500
turmeric,loha,2014,September,5134,6040,loha+turmeric,1035
turmeric,loha,2015,September,8987,9067,loha+turmeric,1910
turmeric,loha,2016,November,7863,8167,loha+turmeric,1867
turmeric,mumbai,2015,July,7238,11286,mumbai+turmeric,4462
turmeric,mumbai,2016,September,6000,10231,mumbai+turmeric,4231
turmeric,nanded,2014,September,5892,8173,nanded+turmeric,2281
turmeric,nanded,2015,September,7120,9676,nanded+turmeric,2783
turmeric,nanded,2016,September,8239,10727,nanded+turmeric,2855
turmeric,purna,2015,September,7810,7920,purna+turmeric,900
turmeric,purna,2016,September,8620,8620,purna+turmeric,2125
turmeric,risod,2016,September,7605,9787,risod+turmeric,3020
turmeric,sangali,2014,September,5009,8825,sangali+turmeric,3825
turmeric,sangali,2015,September,7385,12073,sangali+turmeric,6341
turmeric,sangali,2016,September,8398,12080,sangali+turmeric,3682
turmeric,sengaon,2015,September,8126,9236,sengaon+turmeric,1600
turmeric,sengaon,2016,September,8315,8904,sengaon+turmeric,863
turmeric,tuljapur,2015,September,7111,7300,tuljapur+turmeric,900
turmeric,tuljapur,2016,August,8151,8600,tuljapur+turmeric,449
turmeric,vai,2016,May,9250,10928,vai+turmeric,1825
turmeric,washim,2016,September,8000,8383,washim+turmeric,2200
wal bhaji,aurangabad,2014,November,1945,2450,aurangabad+wal bhaji,505
wal bhaji,aurangabad,2015,September,2211,3033,aurangabad+wal bhaji,822
wal bhaji,aurangabad,2016,September,3000,3759,aurangabad+wal bhaji,883
wal bhaji,chandrapur-ganjwad,2015,January,1300,1917,chandrapur-ganjwad+wal bhaji,617
wal bhaji,chandrapur-ganjwad,2016,September,2000,3667,chandrapur-ganjwad+wal bhaji,1667
wal bhaji,kamthi,2015,September,2100,4467,kamthi+wal bhaji,2467
wal bhaji,kamthi,2016,September,2000,4500,kamthi+wal bhaji,2500
wal bhaji,kolhapur,2015,September,2594,3638,kolhapur+wal bhaji,1513
wal bhaji,kolhapur,2016,September,2300,3450,kolhapur+wal bhaji,1420
wal bhaji,manchar,2016,May,1250,1400,manchar+wal bhaji,350
wal bhaji,nagpur,2014,October,2438,2723,nagpur+wal bhaji,369
wal bhaji,nagpur,2015,September,2770,3270,nagpur+wal bhaji,620
wal bhaji,nagpur,2016,September,2089,2557,nagpur+wal bhaji,671
wal bhaji,pune,2014,September,2124,3124,pune+wal bhaji,1000
wal bhaji,pune,2015,September,2850,3706,pune+wal bhaji,1200
wal bhaji,pune,2016,September,2275,3609,pune+wal bhaji,1566
wal bhaji,pune-moshi,2016,November,3000,3000,pune-moshi+wal bhaji,500
wal bhaji,ramtek,2015,November,2455,3409,ramtek+wal bhaji,954
wal bhaji,ramtek,2016,November,1267,1686,ramtek+wal bhaji,419
wal papdi,ghoti,2016,November,800,900,ghoti+wal papdi,100
wal papdi,jalgaon,2014,September,2317,2317,jalgaon+wal papdi,564
wal papdi,jalgaon,2015,September,2500,2600,jalgaon+wal papdi,775
wal papdi,jalgaon,2016,September,2620,3640,jalgaon+wal papdi,1191
wal papdi,khed-chakan,2016,November,1500,2500,khed-chakan+wal papdi,1000
wal papdi,kolhapur,2015,September,3200,3500,kolhapur+wal papdi,475
wal papdi,manchar,2015,September,3050,3275,manchar+wal papdi,615
wal papdi,manchar,2016,March,3250,5005,manchar+wal papdi,1755
wal papdi,nashik,2015,November,1497,2525,nashik+wal papdi,1358
wal papdi,nashik,2016,September,3333,4677,nashik+wal papdi,1637
wal papdi,navapur,2016,September,3682,4182,navapur+wal papdi,678
wal papdi,pune,2014,September,1904,2807,pune+wal papdi,1100
wal papdi,pune,2015,September,2250,3875,pune+wal papdi,1625
wal papdi,pune,2016,September,3000,4405,pune+wal papdi,2200
wal papdi,pune-moshi,2016,September,2571,2886,pune-moshi+wal papdi,497
wal papdi,pune-pimpri,2015,October,3340,3340,pune-pimpri+wal papdi,345
wal papdi,pune-pimpri,2016,October,3000,3000,pune-pimpri+wal papdi,350
wal papdi,ratanagari,2015,July,2000,2500,ratanagari+wal papdi,500
wal papdi,ratanagari,2016,June,2750,3250,ratanagari+wal papdi,500
wal papdi,shrirampur,2015,March,1875,2375,shrirampur+wal papdi,500
wal papdi,shrirampur,2016,November,2250,2875,shrirampur+wal papdi,625
wal papdi,vai,2015,September,2500,2850,vai+wal papdi,350
walvad,junnar-otur,2015,July,500,2200,junnar-otur+walvad,1700
walvad,junnar-otur,2016,September,1654,3470,junnar-otur+walvad,1881
walvad,kalmeshwar,2014,September,3995,4200,kalmeshwar+walvad,258
walvad,kalmeshwar,2015,September,2836,3104,kalmeshwar+walvad,268
walvad,kalmeshwar,2016,March,2655,2933,kalmeshwar+walvad,295
walvad,khed (shel pimpalgaon),2015,January,2061,2061,khed (shel pimpalgaon)+walvad,260
walvad,khed (shel pimpalgaon),2016,January,1254,1254,khed (shel pimpalgaon)+walvad,60
walvad,khed-chakan,2015,December,2197,2658,khed-chakan+walvad,461
walvad,khed-chakan,2016,September,3833,5000,khed-chakan+walvad,1500
walvad,manchar,2014,November,1500,3750,manchar+walvad,2250
walvad,manchar,2015,September,3400,3400,manchar+walvad,300
walvad,manchar,2016,November,2000,2850,manchar+walvad,1050
walvad,pune,2014,September,2257,3510,pune+walvad,1335
walvad,pune,2015,September,2595,4167,pune+walvad,2000
walvad,pune,2016,September,3000,4813,pune+walvad,1813
walvad,pune-manjri,2014,September,2892,4792,pune-manjri+walvad,1900
walvad,pune-manjri,2015,September,2904,5433,pune-manjri+walvad,4600
walvad,pune-manjri,2016,September,4000,6267,pune-manjri+walvad,6267
walvad,pune-moshi,2016,September,3250,3750,pune-moshi+walvad,566
walvad,pune-pimpri,2014,November,3425,3425,pune-pimpri+walvad,60
walvad,pune-pimpri,2015,November,3200,3591,pune-pimpri+walvad,1000
walvad,pune-pimpri,2016,September,3143,4000,pune-pimpri+walvad,1000
walvad,rahata,2014,September,3467,3467,rahata+walvad,388
walvad,rahata,2015,September,3300,3300,rahata+walvad,288
walvad,rahata,2016,November,3000,3000,rahata+walvad,560
water melon,akluj,2014,September,680,1280,akluj+water melon,600
water melon,akluj,2015,September,573,940,akluj+water melon,400
water melon,akluj,2016,September,606,1243,akluj+water melon,700
water melon,barshi,2015,October,100,200,barshi+water melon,130
water melon,barshi,2016,September,325,529,barshi+water melon,224
water melon,chandrapur,2015,March,370,680,chandrapur+water melon,363
water melon,chandrapur,2016,October,1000,2000,chandrapur+water melon,1200
water melon,karad,2016,May,1000,1240,karad+water melon,340
water melon,kolhapur,2015,September,548,1200,kolhapur+water melon,1050
water melon,kolhapur,2016,September,600,4242,kolhapur+water melon,3970
water melon,mauda,2016,May,8,12,mauda+water melon,4
water melon,mumbai,2014,September,764,1196,mumbai+water melon,450
water melon,mumbai,2015,September,1056,1508,mumbai+water melon,556
water melon,mumbai,2016,May,864,1653,mumbai+water melon,920
water melon,mumbai-fruit market,2016,September,1162,1755,mumbai-fruit market+water melon,891
water melon,nashik,2016,March,568,1194,nashik+water melon,722
water melon,osmanabad,2016,May,625,1500,osmanabad+water melon,900
water melon,sangli-phale bhajipalam,2015,September,85,367,sangli-phale bhajipalam+water melon,314
water melon,sangli-phale bhajipalam,2016,September,498,2448,sangli-phale bhajipalam+water melon,1950
water melon,shrirampur,2014,November,920,1270,shrirampur+water melon,350
water melon,shrirampur,2015,September,1091,1609,shrirampur+water melon,518
water melon,shrirampur,2016,September,923,1146,shrirampur+water melon,275
wheat(husked),aarni,2014,September,1273,1545,aarni+wheat(husked),307
wheat(husked),aarni,2015,September,1410,1510,aarni+wheat(husked),300
wheat(husked),aarni,2016,May,1400,1700,aarni+wheat(husked),300
wheat(husked),achalpur,2014,September,1541,1706,achalpur+wheat(husked),186
wheat(husked),achalpur,2015,September,1575,1800,achalpur+wheat(husked),400
wheat(husked),achalpur,2016,September,1765,1953,achalpur+wheat(husked),246
wheat(husked),ahmednagar,2015,September,1654,2000,ahmednagar+wheat(husked),450
wheat(husked),ahmednagar,2016,September,1849,2303,ahmednagar+wheat(husked),470
wheat(husked),ahmedpur,2014,November,1318,1441,ahmedpur+wheat(husked),123
wheat(husked),ahmedpur,2015,September,1425,1570,ahmedpur+wheat(husked),206
wheat(husked),ahmedpur,2016,September,1458,1532,ahmedpur+wheat(husked),154
wheat(husked),akhadabalapur,2015,November,1775,1825,akhadabalapur+wheat(husked),240
wheat(husked),akhadabalapur,2016,September,1800,1830,akhadabalapur+wheat(husked),50
wheat(husked),akkalkuwa,2015,October,1300,1500,akkalkuwa+wheat(husked),300
wheat(husked),akkalkuwa,2016,March,1450,1600,akkalkuwa+wheat(husked),150
wheat(husked),akkolkot,2014,October,1451,1481,akkolkot+wheat(husked),30
wheat(husked),akkolkot,2015,October,1450,2001,akkolkot+wheat(husked),601
wheat(husked),akkolkot,2016,October,1250,2166,akkolkot+wheat(husked),916
wheat(husked),akluj,2014,September,1587,1613,akluj+wheat(husked),75
wheat(husked),akluj,2015,September,1617,1781,akluj+wheat(husked),227
wheat(husked),akola,2014,October,1449,1682,akola+wheat(husked),235
wheat(husked),akola,2015,September,1533,1880,akola+wheat(husked),504
wheat(husked),akola,2016,May,1753,2075,akola+wheat(husked),406
wheat(husked),akole,2014,November,1494,1875,akole+wheat(husked),381
wheat(husked),akole,2015,September,1500,2025,akole+wheat(husked),575
wheat(husked),akole,2016,September,1550,2400,akole+wheat(husked),850
wheat(husked),akot,2015,September,1413,1550,akot+wheat(husked),237
wheat(husked),akot,2016,September,1705,1920,akot+wheat(husked),240
wheat(husked),amalner,2014,September,1450,1841,amalner+wheat(husked),441
wheat(husked),amalner,2015,September,1527,1810,amalner+wheat(husked),283
wheat(husked),amalner,2016,September,1826,1955,amalner+wheat(husked),311
wheat(husked),amarawati,2014,December,1496,1751,amarawati+wheat(husked),255
wheat(husked),amarawati,2015,September,1674,1892,amarawati+wheat(husked),315
wheat(husked),amarawati,2016,September,1843,2159,amarawati+wheat(husked),346
wheat(husked),ambad(vadi godri),2014,November,1477,1741,ambad(vadi godri)+wheat(husked),278
wheat(husked),ambad(vadi godri),2015,September,1575,2964,ambad(vadi godri)+wheat(husked),1445
wheat(husked),ambad(vadi godri),2016,September,1709,3121,ambad(vadi godri)+wheat(husked),1608
wheat(husked),ambejogai,2014,October,1561,1611,ambejogai+wheat(husked),50
wheat(husked),ambejogai,2015,November,1713,1877,ambejogai+wheat(husked),427
wheat(husked),anajngaon surji,2014,September,1425,1618,anajngaon surji+wheat(husked),214
wheat(husked),anajngaon surji,2015,September,1529,1800,anajngaon surji+wheat(husked),450
wheat(husked),anajngaon surji,2016,September,1550,2113,anajngaon surji+wheat(husked),563
wheat(husked),arvi,2015,April,1150,1550,arvi+wheat(husked),400
wheat(husked),ashti (jalna),2015,October,1766,1776,ashti (jalna)+wheat(husked),76
wheat(husked),ashti (jalna),2016,January,1625,1734,ashti (jalna)+wheat(husked),109
wheat(husked),ashti-karanja,2015,November,1472,1622,ashti-karanja+wheat(husked),155
wheat(husked),ashti-karanja,2016,May,1500,1657,ashti-karanja+wheat(husked),215
wheat(husked),aurad shahajani,2015,December,1260,1301,aurad shahajani+wheat(husked),41
wheat(husked),aurad shahajani,2016,January,1280,1301,aurad shahajani+wheat(husked),21
wheat(husked),aurangabad,2014,December,1519,1692,aurangabad+wheat(husked),173
wheat(husked),aurangabad,2015,January,1570,1800,aurangabad+wheat(husked),230
wheat(husked),aurangabad,2016,August,1700,2100,aurangabad+wheat(husked),400
wheat(husked),ausa,2014,September,1462,2275,ausa+wheat(husked),813
wheat(husked),ausa,2015,January,1519,2235,ausa+wheat(husked),747
wheat(husked),balapur,2015,September,1413,1850,balapur+wheat(husked),480
wheat(husked),balapur,2016,September,1733,1950,balapur+wheat(husked),525
wheat(husked),baramati,2015,October,1688,2159,baramati+wheat(husked),527
wheat(husked),baramati,2016,September,1827,2221,baramati+wheat(husked),570
wheat(husked),barshi,2014,September,1521,1756,barshi+wheat(husked),405
wheat(husked),barshi,2015,September,1615,2300,barshi+wheat(husked),867
wheat(husked),barshi,2016,September,1901,2680,barshi+wheat(husked),967
wheat(husked),barshi-vairag,2016,October,1970,2138,barshi-vairag+wheat(husked),280
wheat(husked),basmat,2015,September,1720,1720,basmat+wheat(husked),105
wheat(husked),beed,2014,September,1497,1851,beed+wheat(husked),354
wheat(husked),beed,2015,July,1798,2047,beed+wheat(husked),420
wheat(husked),beed,2016,September,1922,2412,beed+wheat(husked),760
wheat(husked),bhandara,2014,September,1410,1587,bhandara+wheat(husked),177
wheat(husked),bhandara,2015,September,1496,1742,bhandara+wheat(husked),265
wheat(husked),bhandara,2016,September,1766,2005,bhandara+wheat(husked),313
wheat(husked),bhivandi,2014,November,1388,1838,bhivandi+wheat(husked),450
wheat(husked),bhivandi,2015,May,1629,1920,bhivandi+wheat(husked),320
wheat(husked),bhivandi,2016,October,1858,2431,bhivandi+wheat(husked),593
wheat(husked),bhiwapur,2014,November,1450,1460,bhiwapur+wheat(husked),10
wheat(husked),bhiwapur,2015,May,1300,1400,bhiwapur+wheat(husked),126
wheat(husked),bhiwapur,2016,May,1513,1615,bhiwapur+wheat(husked),215
wheat(husked),bhokar,2014,September,1375,1517,bhokar+wheat(husked),179
wheat(husked),bhokar,2015,September,1398,1751,bhokar+wheat(husked),401
wheat(husked),bhokar,2016,September,1614,1786,bhokar+wheat(husked),293
wheat(husked),bhokardan,2014,September,1550,1560,bhokardan+wheat(husked),23
wheat(husked),bhokardan,2015,September,1550,1651,bhokardan+wheat(husked),101
wheat(husked),bhokardan,2016,September,1604,1652,bhokardan+wheat(husked),107
wheat(husked),bhokardan-pimpalgaon renu,2014,September,1550,1560,bhokardan-pimpalgaon renu+wheat(husked),24
wheat(husked),bhokardan-pimpalgaon renu,2015,September,1560,1651,bhokardan-pimpalgaon renu+wheat(husked),91
wheat(husked),bhokardan-pimpalgaon renu,2016,September,1600,1645,bhokardan-pimpalgaon renu+wheat(husked),113
wheat(husked),bhusaval,2014,September,1319,1381,bhusaval+wheat(husked),128
wheat(husked),bhusaval,2015,September,1447,1472,bhusaval+wheat(husked),150
wheat(husked),bhusaval,2016,September,1790,1790,bhusaval+wheat(husked),147
wheat(husked),bodwad-varangaon,2016,May,1463,1550,bodwad-varangaon+wheat(husked),100
wheat(husked),bori,2016,October,1721,1721,bori+wheat(husked),183
wheat(husked),buldhana,2014,November,1300,1800,buldhana+wheat(husked),517
wheat(husked),buldhana,2015,September,1450,1985,buldhana+wheat(husked),565
wheat(husked),buldhana,2016,September,1540,1950,buldhana+wheat(husked),431
